1.000000 -0.250920 0.901429 0.463988 0.197317 -0.687963 -0.688011 -0.883833 0.732352 0.202230 0.416145 0.538442 -0.474969 0.721941 -0.395753 -1.918711
2.000000 -0.958831 0.939820 0.664885 -0.575322 -0.636350 -0.633191 -0.391516 0.049513 -0.136110 -0.417542 1.381988 -0.840981 -0.583686 -2.187304 -1.952111
3.000000 0.223706 -0.721012 -0.415711 -0.267276 -0.087860 0.570352 -0.600652 0.028469 0.184829 -0.907099 0.071910 -1.892577 -1.161116 0.622649 -1.713926
4.000000 0.215090 -0.658952 -0.869897 0.897771 0.931264 0.616795 -0.390772 -0.804656 0.368466 -0.119695 -0.617235 0.521397 1.134443 1.772742 -0.900366
5.000000 -0.755924 -0.009646 -0.931223 0.818641 -0.482440 0.325045 -0.376578 0.040136 0.093421 -0.630291 -0.426826 1.552102 -0.244551 -0.140431 -1.812451
6.000000 0.939169 0.550266 0.878998 0.789655 0.195800 0.843748 -0.823015 -0.608034 -0.909545 -0.349339 -0.054678 2.370415 0.810973 1.635558 0.455914
7.000000 -0.222645 -0.457302 0.657475 -0.286493 -0.438131 0.085392 -0.718152 0.604394 -0.850899 0.973774 -1.031353 -1.819075 0.240716 -1.623559 -0.737448
8.000000 0.544490 -0.602569 -0.988956 0.630923 0.413715 0.458014 0.542541 -0.851911 -0.283069 -0.768262 -0.566094 0.607749 -0.323376 0.488461 0.492988
9.000000 0.726207 0.246596 -0.338204 -0.872883 -0.378035 -0.349633 0.459212 0.275115 0.774425 -0.055570 0.453450 -0.529596 -0.536934 -1.445332 -1.083965
10.000000 -0.760812 0.426490 0.521570 0.122554 0.541934 -0.012409 0.045466 -0.144918 -0.949162 -0.784217 -1.098992 0.104566 2.210044 -0.602323 2.033731
11.000000 -0.937142 0.272821 -0.371288 0.017141 0.815133 -0.501416 -0.179234 0.511102 -0.542404 -0.846040 -0.694209 0.082658 0.747264 -0.011490 -0.628626
